timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_length,flow_duration,packet_count,byte_count,attack_type,label
2026-05-21 14:54:52,192.168.1.130,10.0.0.137,80,443,TCP,1263,2.2766944361626646,10,12630,Benign,0
2026-05-21 16:42:06,192.168.1.65,10.0.0.95,57527,123,TCP,479,8.986985158909789,13,6227,Benign,0
2026-05-21 14:55:25,198.51.100.23,192.168.1.50,45535,3389,TCP,106,17.27084176795796,73,7738,Brute Force,1
2026-05-21 16:59:10,192.168.1.239,10.0.0.97,80,443,UDP,303,6.569468775744189,33,9999,Benign,0
2026-05-21 16:49:10,192.168.1.224,10.0.0.248,60464,53,TCP,1011,1.9704351396305273,33,33363,Benign,0
2026-05-21 16:48:31,192.168.1.161,10.0.0.222,53,443,UDP,866,7.138683536236204,32,27712,Benign,0
2026-05-21 16:28:51,192.168.1.202,10.0.0.60,443,443,TCP,1312,3.507400323621302,13,17056,Benign,0
2026-05-21 14:42:09,192.168.1.126,10.0.0.52,443,123,TCP,67,7.391353528193266,20,1340,Benign,0
2026-05-21 14:24:09,203.0.113.11,192.168.1.100,54718,282,TCP,50,0.01657148502075633,1,50,Port Scan,1
2026-05-21 15:02:59,192.168.1.191,10.0.0.70,443,53,UDP,1486,9.041583251456412,4,5944,Benign,0
2026-05-21 14:56:06,192.168.1.49,10.0.0.153,443,443,TCP,771,7.763199178252093,2,1542,Benign,0
2026-05-21 14:13:35,98.16.88.78,192.168.1.100,80,443,TCP,786,0.7570177351718633,267,209862,DDoS,1
2026-05-21 14:14:37,115.197.222.214,192.168.1.100,22,443,TCP,634,1.3391839774609922,585,370890,DDoS,1
2026-05-21 15:07:00,192.168.1.34,10.0.0.143,50166,80,TCP,1273,2.411496731145259,43,54739,Benign,0
2026-05-21 14:53:56,192.168.1.111,10.0.0.226,80,80,TCP,1397,4.237516765816231,37,51689,Benign,0
2026-05-21 16:20:10,192.168.1.180,10.0.0.125,53,123,TCP,1181,3.2240563948416043,26,30706,Benign,0
2026-05-21 16:05:47,192.168.1.220,10.0.0.25,54987,53,TCP,86,7.53586329917738,39,3354,Benign,0
2026-05-21 16:04:08,192.168.1.110,10.0.0.217,80,123,UDP,429,5.491071078721307,34,14586,Benign,0
2026-05-21 16:30:26,192.168.1.108,10.0.0.165,443,53,TCP,392,5.621037169947954,18,7056,Benign,0
2026-05-21 16:03:22,81.215.231.30,192.168.1.100,22,80,TCP,835,0.23882892486829788,345,288075,DDoS,1
2026-05-21 16:20:35,192.168.1.175,10.0.0.94,53,53,UDP,966,7.617337440688992,31,29946,Benign,0
2026-05-21 14:25:45,192.168.1.121,10.0.0.237,80,80,TCP,751,0.3603620819905397,6,4506,Benign,0
2026-05-21 14:43:21,192.168.1.110,10.0.0.24,80,123,TCP,232,7.42035134382212,11,2552,Benign,0
2026-05-21 16:12:11,192.168.1.34,10.0.0.115,443,443,TCP,316,1.049118996303524,47,14852,Benign,0
2026-05-21 15:44:17,175.165.137.18,192.168.1.100,22,443,UDP,961,0.07556026880574253,314,301754,DDoS,1
2026-05-21 15:45:52,203.0.113.47,192.168.1.100,43880,542,TCP,56,0.004752079579782,1,56,Port Scan,1
2026-05-21 14:37:31,192.168.1.109,10.0.0.154,22,53,TCP,680,4.410118630059408,23,15640,Benign,0
2026-05-21 16:48:03,192.168.1.57,10.0.0.159,443,123,TCP,358,4.395916867860743,40,14320,Benign,0
2026-05-21 14:41:02,192.168.1.152,10.0.0.57,443,53,TCP,927,4.012279043076444,30,27810,Benign,0
2026-05-21 14:40:12,192.168.1.75,10.0.0.22,63948,80,TCP,1242,6.081654506535247,23,28566,Benign,0
2026-05-21 14:15:01,192.168.1.181,10.0.0.21,22,123,TCP,571,5.303806979523882,44,25124,Benign,0
2026-05-21 15:10:08,198.51.100.79,192.168.1.50,50907,3389,TCP,92,20.229824154526646,75,6900,Brute Force,1
2026-05-21 16:36:53,192.168.1.159,10.0.0.242,58343,123,TCP,644,2.74629423250163,47,30268,Benign,0
2026-05-21 15:21:35,107.26.233.110,192.168.1.100,80,443,UDP,1112,0.10179778379227011,200,222400,DDoS,1
2026-05-21 16:11:14,192.168.1.39,10.0.0.52,22,53,UDP,391,3.9805097228188853,37,14467,Benign,0
2026-05-21 15:52:06,192.168.1.237,10.0.0.168,22,443,TCP,320,0.8246087632710626,4,1280,Benign,0
2026-05-21 16:31:17,192.168.1.118,10.0.0.193,80,80,TCP,666,0.921444050088529,5,3330,Benign,0
2026-05-21 16:29:15,192.168.1.32,10.0.0.136,22,443,TCP,173,6.7309849559902775,30,5190,Benign,0
2026-05-21 16:00:47,192.168.1.113,10.0.0.237,80,443,TCP,468,3.961659119973949,48,22464,Benign,0
2026-05-21 15:23:25,192.168.1.227,10.0.0.59,22,443,TCP,1434,8.579596055032608,11,15774,Benign,0
2026-05-21 14:33:16,192.168.1.153,10.0.0.229,54040,443,TCP,1369,2.484024483761301,4,5476,Benign,0
2026-05-21 15:25:16,56.192.22.63,192.168.1.100,443,443,TCP,602,1.3854329616436885,796,479192,DDoS,1
2026-05-21 15:08:00,57.115.186.222,192.168.1.100,443,443,UDP,1040,0.8237293786125768,1191,1238640,DDoS,1
2026-05-21 15:44:00,187.184.214.141,192.168.1.100,53,80,TCP,1329,0.4932872222528383,261,346869,DDoS,1
2026-05-21 16:47:47,203.0.113.28,192.168.1.100,45080,806,TCP,48,0.029445510720195155,2,96,Port Scan,1
2026-05-21 16:22:50,192.168.1.124,10.0.0.246,443,53,TCP,758,6.653173204611553,14,10612,Benign,0
2026-05-21 14:57:59,192.168.1.190,10.0.0.16,53,443,TCP,1007,4.266562307495457,32,32224,Benign,0
2026-05-21 14:26:36,192.168.1.116,10.0.0.197,53,80,TCP,855,6.524618646451245,36,30780,Benign,0
2026-05-21 15:17:04,7.200.105.145,192.168.1.100,443,80,UDP,1117,0.1000245974960137,288,321696,DDoS,1
2026-05-21 15:22:19,192.168.1.79,10.0.0.104,22,53,TCP,577,3.1151130767009207,28,16156,Benign,0
2026-05-21 16:53:12,192.168.1.141,10.0.0.52,53,80,UDP,644,1.8966234033467557,19,12236,Benign,0
2026-05-21 16:11:20,95.232.167.237,192.168.1.100,53,80,UDP,1183,0.09512062007852964,948,1121484,DDoS,1
2026-05-21 16:32:42,198.51.100.98,192.168.1.50,58987,22,TCP,149,10.909468167688393,76,11324,Brute Force,1
2026-05-21 16:47:44,198.51.100.35,192.168.1.50,48143,3389,TCP,134,41.09233361005595,57,7638,Brute Force,1
2026-05-21 15:15:47,192.168.1.209,10.0.0.83,80,53,UDP,1304,5.205090543674488,40,52160,Benign,0
2026-05-21 14:16:03,192.168.1.38,10.0.0.128,57764,443,TCP,587,2.1701666149660026,34,19958,Benign,0
2026-05-21 14:48:07,192.168.1.108,10.0.0.177,58612,53,TCP,127,8.14166692499626,1,127,Benign,0
2026-05-21 15:46:20,192.168.1.70,10.0.0.216,53,80,TCP,1084,4.463536824393877,21,22764,Benign,0
2026-05-21 16:45:43,192.168.1.11,10.0.0.145,63883,80,UDP,830,9.872404089129732,29,24070,Benign,0
2026-05-21 14:37:16,185.190.140.9,192.168.1.12,54561,80,TCP,1416,21.296717924860832,180,254880,Infiltration,1
2026-05-21 14:55:51,203.0.113.32,192.168.1.100,53345,896,TCP,45,0.011696008598766332,2,90,Port Scan,1
2026-05-21 15:06:16,203.0.113.21,192.168.1.100,32792,676,TCP,48,0.019772041603844992,1,48,Port Scan,1
2026-05-21 16:59:16,192.168.1.70,10.0.0.97,62272,443,UDP,1176,4.080103580420315,45,52920,Benign,0
2026-05-21 16:16:37,192.168.1.197,10.0.0.218,53,443,TCP,110,5.770052066476164,48,5280,Benign,0
2026-05-21 16:12:21,203.0.113.28,192.168.1.100,38101,837,TCP,57,0.01313665556876669,2,114,Port Scan,1
2026-05-21 16:09:52,198.51.100.57,192.168.1.50,56402,3389,TCP,118,43.60337770331997,67,7906,Brute Force,1
2026-05-21 15:41:21,192.168.1.89,10.0.0.235,54842,443,UDP,190,5.5623901127310535,24,4560,Benign,0
2026-05-21 16:55:13,181.185.131.57,192.168.1.100,53057,443,UDP,998,0.7901313996585297,1170,1167660,DDoS,1
2026-05-21 15:25:18,203.0.113.8,192.168.1.100,36228,515,TCP,44,0.031676802983633366,1,44,Port Scan,1
2026-05-21 16:23:28,192.168.1.196,10.0.0.148,53,80,UDP,733,0.3360916075610856,49,35917,Benign,0
2026-05-21 16:25:47,110.62.66.170,192.168.1.100,57113,80,UDP,581,0.09114209813351107,776,450856,DDoS,1
2026-05-21 15:21:20,192.168.1.131,10.0.0.69,443,53,TCP,1073,1.8150000745094492,19,20387,Benign,0
2026-05-21 14:18:40,192.168.1.26,10.0.0.60,443,53,TCP,1345,9.76954485380518,6,8070,Benign,0
2026-05-21 14:34:17,192.168.1.220,10.0.0.222,443,53,TCP,664,9.050135019239226,49,32536,Benign,0
2026-05-21 15:18:29,192.168.1.48,10.0.0.131,443,80,TCP,629,6.987625769858952,41,25789,Benign,0
2026-05-21 15:08:38,192.168.1.210,10.0.0.127,53,443,TCP,297,1.0687221985717024,35,10395,Benign,0
2026-05-21 16:20:39,192.168.1.75,10.0.0.47,22,123,TCP,940,9.827388606890503,29,27260,Benign,0
2026-05-21 14:15:47,192.168.1.237,10.0.0.168,80,53,TCP,154,9.90604385230446,22,3388,Benign,0
2026-05-21 16:39:04,198.51.100.90,192.168.1.50,48907,3389,TCP,165,2.197431847965561,21,3465,Brute Force,1
2026-05-21 16:11:02,100.198.247.220,192.168.1.100,53,443,TCP,646,1.2641091296418643,1195,771970,DDoS,1
2026-05-21 16:16:49,192.168.1.211,10.0.0.219,443,443,TCP,926,4.107332006359435,21,19446,Benign,0
2026-05-21 14:36:03,192.168.1.186,10.0.0.180,443,443,TCP,268,9.968246284462865,1,268,Benign,0
2026-05-21 16:05:05,192.168.1.219,10.0.0.85,62196,123,TCP,613,7.398484696969998,33,20229,Benign,0
2026-05-21 15:35:34,192.168.1.169,10.0.0.166,80,443,TCP,359,1.6835118994310536,23,8257,Benign,0
2026-05-21 15:05:37,192.168.1.98,10.0.0.13,80,53,UDP,1480,4.724630787775369,3,4440,Benign,0
2026-05-21 15:29:29,192.168.1.141,10.0.0.10,443,80,UDP,431,6.355974181914194,35,15085,Benign,0
2026-05-21 16:05:01,192.168.1.227,10.0.0.135,53,53,ICMP,504,7.109818216327482,17,8568,Benign,0
2026-05-21 16:32:23,111.174.5.153,192.168.1.100,53,443,TCP,1348,1.317088518556089,659,888332,DDoS,1
2026-05-21 16:46:44,140.183.4.89,192.168.1.100,22,80,UDP,558,0.4681650761464097,885,493830,DDoS,1
2026-05-21 15:56:06,192.168.1.245,10.0.0.137,57221,123,TCP,390,0.8695949587882044,34,13260,Benign,0
2026-05-21 15:34:42,192.168.1.211,10.0.0.155,80,53,UDP,814,8.755569747405502,32,26048,Benign,0
2026-05-21 14:19:33,203.0.113.6,192.168.1.100,32589,9,TCP,49,0.022217241575511526,2,98,Port Scan,1
2026-05-21 14:15:33,192.168.1.41,10.0.0.163,53,443,TCP,623,7.074134933304366,22,13706,Benign,0
2026-05-21 15:31:13,192.168.1.148,10.0.0.42,80,123,TCP,403,4.693170249234128,43,17329,Benign,0
2026-05-21 15:51:01,192.168.1.141,10.0.0.45,80,123,TCP,547,4.887037837812321,32,17504,Benign,0
2026-05-21 15:12:51,192.168.1.53,10.0.0.189,53,80,TCP,345,8.104339411787443,46,15870,Benign,0
2026-05-21 15:26:50,203.0.113.31,192.168.1.100,38515,412,TCP,44,0.04989164692615722,1,44,Port Scan,1
2026-05-21 15:52:48,192.168.1.180,10.0.0.125,53759,53,TCP,263,2.1121305631574265,25,6575,Benign,0
2026-05-21 16:37:14,192.168.1.91,10.0.0.186,80,123,UDP,1245,6.2067089049279,5,6225,Benign,0
2026-05-21 16:32:58,192.168.1.142,10.0.0.231,53,53,TCP,1181,6.717739615066144,18,21258,Benign,0
2026-05-21 16:19:37,192.168.1.243,10.0.0.174,80,123,TCP,1341,7.507751763973221,9,12069,Benign,0
2026-05-21 15:17:06,192.168.1.182,10.0.0.243,22,53,TCP,352,2.1452975173771436,30,10560,Benign,0
2026-05-21 16:48:40,192.168.1.215,10.0.0.215,54659,123,UDP,1430,0.4709256382049842,30,42900,Benign,0
2026-05-21 14:23:21,203.0.113.11,192.168.1.100,38192,358,TCP,58,0.01881929660224873,1,58,Port Scan,1
2026-05-21 14:20:02,192.168.1.248,10.0.0.87,63636,443,TCP,319,2.3571361427055932,28,8932,Benign,0
2026-05-21 14:48:48,192.168.1.82,10.0.0.64,443,443,TCP,1019,4.519474402289994,23,23437,Benign,0
2026-05-21 16:44:20,192.168.1.173,10.0.0.210,53,53,ICMP,679,2.133759338805171,30,20370,Benign,0
2026-05-21 15:57:05,192.168.1.235,10.0.0.88,443,123,TCP,719,7.065015401903179,39,28041,Benign,0
2026-05-21 14:27:36,211.109.97.1,192.168.1.100,22,443,TCP,747,0.2487409091625603,496,370512,DDoS,1
2026-05-21 16:12:42,192.168.1.148,10.0.0.161,52694,80,UDP,1064,2.4926239651582094,2,2128,Benign,0
2026-05-21 16:50:03,192.168.1.35,10.0.0.127,64323,123,UDP,88,1.549051034990733,19,1672,Benign,0
2026-05-21 14:38:57,192.168.1.175,10.0.0.130,443,443,UDP,832,6.306079189490554,20,16640,Benign,0
2026-05-21 14:58:30,192.168.1.181,10.0.0.55,22,123,TCP,1467,7.6356925738473596,17,24939,Benign,0
2026-05-21 14:19:13,203.0.113.44,192.168.1.100,49322,579,TCP,61,0.007875815973216151,1,61,Port Scan,1
2026-05-21 16:21:09,192.168.1.100,10.0.0.197,22,123,TCP,1348,2.7659060649092098,49,66052,Benign,0
2026-05-21 15:38:25,192.168.1.249,10.0.0.12,53,123,TCP,418,7.237467031392415,17,7106,Benign,0
2026-05-21 15:36:03,192.168.1.219,10.0.0.134,57004,443,TCP,653,8.326112727502192,16,10448,Benign,0
2026-05-21 14:34:30,192.168.1.160,10.0.0.137,64547,443,UDP,221,9.48021595978953,27,5967,Benign,0
2026-05-21 14:19:17,192.168.1.101,10.0.0.152,22,53,TCP,664,7.583183208947814,6,3984,Benign,0
2026-05-21 14:44:03,203.0.113.23,192.168.1.100,43849,640,TCP,56,0.03060540558643954,2,112,Port Scan,1
2026-05-21 16:51:29,192.168.1.205,10.0.0.140,57431,53,ICMP,527,9.738484232067556,30,15810,Benign,0
2026-05-21 15:39:59,192.168.1.180,10.0.0.57,53,443,TCP,809,4.638551671999667,12,9708,Benign,0
2026-05-21 15:08:41,192.168.1.122,10.0.0.186,80,53,TCP,849,0.29567873934416783,11,9339,Benign,0
2026-05-21 16:39:22,192.168.1.156,10.0.0.27,80,443,TCP,278,5.516577796368684,38,10564,Benign,0
2026-05-21 15:09:29,192.168.1.35,10.0.0.194,80,80,TCP,842,3.5098689583506455,35,29470,Benign,0
2026-05-21 15:14:51,203.0.113.45,192.168.1.100,61608,186,TCP,45,0.038845170634548926,2,90,Port Scan,1
2026-05-21 16:40:44,198.51.100.66,192.168.1.50,52561,3389,TCP,174,39.41155907065589,77,13398,Brute Force,1
2026-05-21 14:32:04,192.168.1.165,10.0.0.39,22,123,ICMP,1127,9.504339100847384,30,33810,Benign,0
2026-05-21 15:23:58,203.0.113.36,192.168.1.100,33199,170,TCP,50,0.019311746120815123,1,50,Port Scan,1
2026-05-21 14:46:23,192.168.1.229,10.0.0.205,22,53,TCP,1494,3.322773459350584,27,40338,Benign,0
2026-05-21 16:54:51,192.168.1.241,10.0.0.92,443,53,UDP,579,0.34340833900621315,2,1158,Benign,0
2026-05-21 14:47:17,192.168.1.182,10.0.0.13,443,443,TCP,188,1.3063354399069813,22,4136,Benign,0
2026-05-21 16:48:13,192.168.1.41,10.0.0.243,53284,80,TCP,214,1.8551151081858082,1,214,Benign,0
2026-05-21 15:33:13,192.168.1.126,10.0.0.110,53,443,TCP,1099,1.705936766674515,22,24178,Benign,0
2026-05-21 16:40:54,203.0.113.39,192.168.1.100,46481,532,TCP,51,0.015819793015192773,1,51,Port Scan,1
2026-05-21 15:20:19,192.168.1.31,10.0.0.204,443,123,TCP,1299,5.853142136618755,49,63651,Benign,0
2026-05-21 16:52:40,192.168.1.243,10.0.0.198,62695,53,UDP,1091,6.985916898741647,30,32730,Benign,0
2026-05-21 15:07:31,192.168.1.86,10.0.0.244,50260,123,TCP,1298,7.572937837223264,13,16874,Benign,0
2026-05-21 16:01:51,203.0.113.36,192.168.1.100,45484,75,TCP,48,0.008613100530558662,2,96,Port Scan,1
2026-05-21 14:45:43,192.168.1.196,10.0.0.133,60445,80,TCP,1044,8.617439270567253,49,51156,Benign,0
2026-05-21 15:06:26,192.168.1.12,10.0.0.42,80,443,TCP,1113,8.020161793287487,28,31164,Benign,0
2026-05-21 15:33:59,203.0.113.29,192.168.1.100,31337,38,TCP,53,0.012385260006920192,1,53,Port Scan,1
2026-05-21 16:36:23,192.168.1.225,10.0.0.178,22,53,TCP,750,3.424218567428699,16,12000,Benign,0
2026-05-21 14:13:59,185.190.140.6,192.168.1.12,57188,443,TCP,1488,40.74078968523581,148,220224,Infiltration,1
2026-05-21 16:18:49,203.0.113.33,192.168.1.100,36607,40,TCP,45,0.00599264889453816,2,90,Port Scan,1
2026-05-21 15:10:11,192.168.1.247,10.0.0.154,443,53,TCP,992,2.2745003852409593,6,5952,Benign,0
2026-05-21 14:58:25,66.159.193.3,192.168.1.100,60831,80,TCP,1040,0.459196032800122,360,374400,DDoS,1
2026-05-21 16:25:32,192.168.1.240,10.0.0.58,443,80,UDP,75,3.4080088228893977,27,2025,Benign,0
2026-05-21 15:31:45,192.168.1.136,10.0.0.189,443,123,UDP,529,6.4610634008193975,32,16928,Benign,0
2026-05-21 15:41:32,192.168.1.122,10.0.0.21,80,123,TCP,598,4.277206971872886,18,10764,Benign,0
2026-05-21 15:06:57,192.168.1.90,10.0.0.184,56173,53,TCP,311,1.0355052514367362,9,2799,Benign,0
2026-05-21 16:46:33,192.168.1.168,10.0.0.172,57764,53,TCP,1011,3.4843963870965857,29,29319,Benign,0
2026-05-21 14:24:36,192.168.1.224,10.0.0.53,80,53,TCP,554,6.607260538310726,2,1108,Benign,0
2026-05-21 16:48:17,192.168.1.95,10.0.0.64,80,123,TCP,273,7.985651329170381,22,6006,Benign,0
2026-05-21 16:04:15,192.168.1.145,10.0.0.136,22,443,TCP,299,9.012174655414121,30,8970,Benign,0
2026-05-21 16:30:43,192.168.1.31,10.0.0.70,443,123,TCP,866,2.2927306136620555,9,7794,Benign,0
2026-05-21 16:56:03,192.168.1.228,10.0.0.177,53,80,UDP,363,8.739485997075935,15,5445,Benign,0
2026-05-21 16:06:29,42.221.85.154,192.168.1.100,22,80,TCP,1090,0.22638489473646883,250,272500,DDoS,1
2026-05-21 16:00:51,192.168.1.140,10.0.0.163,80,53,TCP,115,4.5360488669223855,12,1380,Benign,0
2026-05-21 14:39:31,192.168.1.217,10.0.0.85,22,123,TCP,418,9.348599253404675,37,15466,Benign,0
2026-05-21 16:41:31,192.168.1.178,10.0.0.89,53,443,TCP,1182,8.989384797116733,48,56736,Benign,0
2026-05-21 15:30:05,198.51.100.28,192.168.1.50,58740,3389,TCP,95,33.92640574526366,79,7505,Brute Force,1
2026-05-21 15:30:50,192.168.1.195,10.0.0.178,53,53,UDP,361,2.4062238772706768,36,12996,Benign,0
2026-05-21 14:40:23,192.168.1.58,10.0.0.187,53,80,ICMP,383,7.21564263049228,31,11873,Benign,0
2026-05-21 14:33:00,192.168.1.156,10.0.0.79,53,443,TCP,970,2.0372295981628623,9,8730,Benign,0
2026-05-21 16:08:51,192.168.1.162,10.0.0.95,443,123,TCP,1179,4.830779004094041,25,29475,Benign,0
2026-05-21 14:19:06,203.0.113.39,192.168.1.100,58704,436,TCP,40,0.04707147545077159,2,80,Port Scan,1
2026-05-21 16:15:47,192.168.1.106,10.0.0.160,22,123,TCP,294,5.4544569898625985,21,6174,Benign,0
2026-05-21 15:55:27,99.26.191.194,192.168.1.100,49775,443,TCP,1329,0.6378994778449958,412,547548,DDoS,1
2026-05-21 16:18:04,192.168.1.62,10.0.0.97,22,53,TCP,1139,6.654738832654334,11,12529,Benign,0
2026-05-21 16:39:55,192.168.1.181,10.0.0.224,22,53,TCP,280,2.3166538710941893,35,9800,Benign,0
2026-05-21 14:39:56,192.168.1.146,10.0.0.125,55646,53,ICMP,138,7.850950295897829,31,4278,Benign,0
2026-05-21 14:40:24,192.168.1.34,10.0.0.113,53,443,TCP,1120,9.672362523863512,43,48160,Benign,0
2026-05-21 16:53:07,198.51.100.95,192.168.1.50,47589,3389,TCP,172,38.41075274978818,31,5332,Brute Force,1
2026-05-21 16:36:40,116.73.65.184,192.168.1.100,80,80,UDP,613,0.9002045921432061,265,162445,DDoS,1
2026-05-21 16:34:31,192.168.1.111,10.0.0.248,53,80,ICMP,1004,7.4563885949096225,13,13052,Benign,0
2026-05-21 16:20:12,192.168.1.245,10.0.0.224,53,53,TCP,1014,8.879111703702403,39,39546,Benign,0
2026-05-21 15:41:31,192.168.1.154,10.0.0.196,80,80,TCP,870,7.152582943108473,17,14790,Benign,0
2026-05-21 16:23:19,192.168.1.89,10.0.0.203,443,53,TCP,1326,2.7145753538958695,25,33150,Benign,0
2026-05-21 16:12:47,169.134.235.72,192.168.1.100,443,443,UDP,994,0.8736873836869964,886,880684,DDoS,1
2026-05-21 16:55:28,192.168.1.120,10.0.0.150,443,123,UDP,1434,7.091036000140821,10,14340,Benign,0
2026-05-21 16:02:38,192.168.1.142,10.0.0.101,443,443,TCP,576,7.661157251884713,31,17856,Benign,0
2026-05-21 16:24:21,192.168.1.24,10.0.0.231,56296,123,TCP,117,5.011170568608149,39,4563,Benign,0
2026-05-21 14:13:25,203.0.113.34,192.168.1.100,48394,810,TCP,58,0.04898383141482349,1,58,Port Scan,1
2026-05-21 16:58:08,192.168.1.81,10.0.0.148,22,443,TCP,1132,0.8013681066783856,36,40752,Benign,0
2026-05-21 15:19:36,192.168.1.13,10.0.0.125,22,53,TCP,471,7.325765485166801,16,7536,Benign,0
2026-05-21 15:11:49,192.168.1.78,10.0.0.181,53,443,TCP,88,4.956800751656537,20,1760,Benign,0
2026-05-21 15:03:46,192.168.1.56,10.0.0.27,80,443,TCP,310,6.899136829167592,47,14570,Benign,0
2026-05-21 15:46:03,185.190.140.7,192.168.1.12,57597,80,TCP,1068,130.36898194382036,193,206124,Infiltration,1
2026-05-21 15:59:57,101.222.141.168,192.168.1.100,443,443,UDP,1054,0.7503511212924352,715,753610,DDoS,1
2026-05-21 16:40:33,192.168.1.220,10.0.0.245,53,443,TCP,1131,5.0708413724755905,18,20358,Benign,0
2026-05-21 16:31:40,53.142.37.13,192.168.1.100,61821,443,UDP,1172,0.7065999276404307,1035,1213020,DDoS,1
2026-05-21 16:15:02,198.51.100.95,192.168.1.50,42979,22,TCP,151,42.05854852285455,71,10721,Brute Force,1
2026-05-21 15:55:52,192.168.1.42,10.0.0.46,53,443,UDP,1001,9.784426532199733,21,21021,Benign,0
2026-05-21 14:12:57,203.0.113.31,192.168.1.100,36862,173,TCP,52,0.012920381139064234,2,104,Port Scan,1
2026-05-21 16:16:25,192.168.1.214,10.0.0.249,59252,53,TCP,1026,4.401348678101657,30,30780,Benign,0
2026-05-21 15:56:40,192.168.1.95,10.0.0.178,22,443,TCP,345,3.17011108270504,36,12420,Benign,0
2026-05-21 15:32:22,192.168.1.37,10.0.0.191,52767,80,TCP,89,9.50271613901705,31,2759,Benign,0
2026-05-21 14:41:52,210.85.59.95,192.168.1.100,80,443,TCP,1032,0.11622982092121215,1038,1071216,DDoS,1
2026-05-21 15:22:57,192.168.1.100,10.0.0.33,443,443,TCP,955,5.5486086347323536,13,12415,Benign,0
2026-05-21 14:19:15,203.0.113.28,192.168.1.100,36587,434,TCP,43,0.014320450765225912,1,43,Port Scan,1
2026-05-21 15:09:17,192.168.1.13,10.0.0.222,80,53,TCP,1277,5.944731164036026,9,11493,Benign,0
2026-05-21 16:24:52,192.168.1.246,10.0.0.28,53,123,TCP,999,9.968875547948782,32,31968,Benign,0
2026-05-21 14:20:17,136.249.102.81,192.168.1.100,22,80,TCP,642,1.333360000687275,476,305592,DDoS,1
2026-05-21 15:25:07,198.51.100.17,192.168.1.50,45911,22,TCP,160,28.612997737425136,71,11360,Brute Force,1
2026-05-21 14:51:17,192.168.1.94,10.0.0.246,53,80,UDP,820,9.652925733240567,36,29520,Benign,0
2026-05-21 15:34:18,192.168.1.164,10.0.0.52,443,53,TCP,920,5.302525969543587,17,15640,Benign,0
2026-05-21 16:04:01,203.0.113.32,192.168.1.100,42857,711,TCP,58,0.020994317436103374,1,58,Port Scan,1
2026-05-21 16:46:00,198.51.100.38,192.168.1.50,58428,22,TCP,98,38.70994922911075,30,2940,Brute Force,1
2026-05-21 16:23:50,192.168.1.240,10.0.0.26,80,53,TCP,1406,6.92667758222558,4,5624,Benign,0
2026-05-21 16:43:20,192.168.1.87,10.0.0.222,53,123,TCP,919,5.721586574864948,39,35841,Benign,0
2026-05-21 14:32:12,192.168.1.223,10.0.0.248,22,123,TCP,257,9.214460352968192,49,12593,Benign,0
2026-05-21 14:50:39,192.168.1.74,10.0.0.217,53,53,UDP,74,1.1458979523459842,38,2812,Benign,0
2026-05-21 14:52:28,192.168.1.46,10.0.0.20,53,123,TCP,957,5.324185216745933,34,32538,Benign,0
2026-05-21 14:15:03,192.168.1.50,10.0.0.130,22,80,UDP,1243,1.6767139618641385,18,22374,Benign,0
2026-05-21 14:48:40,192.168.1.224,10.0.0.179,80,53,TCP,137,2.336340953859928,21,2877,Benign,0
2026-05-21 14:56:47,209.215.123.167,192.168.1.100,443,80,TCP,1285,0.8022775111442649,947,1216895,DDoS,1
2026-05-21 15:02:37,192.168.1.246,10.0.0.244,22,80,TCP,1185,2.0610879218825113,3,3555,Benign,0
2026-05-21 15:26:59,111.229.89.77,192.168.1.100,53,443,UDP,1243,0.10669096890036278,444,551892,DDoS,1
2026-05-21 16:08:50,192.168.1.67,10.0.0.220,80,80,TCP,830,7.378101834886926,5,4150,Benign,0
2026-05-21 16:57:08,192.168.1.118,10.0.0.50,53,80,UDP,337,9.934663433981877,12,4044,Benign,0
2026-05-21 15:52:36,192.168.1.70,10.0.0.92,53,80,TCP,778,9.139847249381672,25,19450,Benign,0
2026-05-21 14:21:03,192.168.1.40,10.0.0.60,53,80,UDP,792,0.7570847270312488,41,32472,Benign,0
2026-05-21 14:47:12,203.0.113.32,192.168.1.100,33938,418,TCP,43,0.0485840834554688,2,86,Port Scan,1
2026-05-21 15:47:19,139.148.218.56,192.168.1.100,51086,80,UDP,669,0.977087153065887,1076,719844,DDoS,1
2026-05-21 15:30:00,192.168.1.63,10.0.0.180,53,53,TCP,231,1.1838246097135237,41,9471,Benign,0
2026-05-21 14:50:10,79.157.190.92,192.168.1.100,57398,443,UDP,1373,0.9437531254187009,963,1322199,DDoS,1
2026-05-21 16:41:21,167.235.153.127,192.168.1.100,62176,80,TCP,1299,0.31192691006784135,1079,1401621,DDoS,1
2026-05-21 14:42:15,192.168.1.245,10.0.0.212,53,53,TCP,723,3.463699787817411,48,34704,Benign,0
2026-05-21 14:24:55,203.0.113.18,192.168.1.100,56221,133,TCP,44,0.023243062848408297,2,88,Port Scan,1
2026-05-21 16:09:02,192.168.1.14,10.0.0.65,443,53,TCP,109,3.5887420310134344,38,4142,Benign,0
2026-05-21 14:33:02,192.168.1.10,10.0.0.176,51215,123,TCP,653,0.3052323815067694,35,22855,Benign,0
2026-05-21 16:32:00,203.0.113.26,192.168.1.100,48770,614,TCP,43,0.0056521635555463485,2,86,Port Scan,1
2026-05-21 16:15:01,203.0.113.31,192.168.1.100,47693,546,TCP,53,0.02016495975913933,1,53,Port Scan,1
